full,lats,lngs
"13612 Crayton Blvd, Hagerstown, MD  21742",39.6897315979,-77.7313613892
"13120 Pennsylvania Ave, Hagerstown, MD  21742",39.6734390259,-77.7200317383
"1806 Edgewood Rd, Edgewood, MD 21040",39.4531488419,-76.3052824885
"306 E Potomac St, Williamsport, MD 21795",39.6040465683,-77.8079069406
"2512 Pulaski Hwy, North East, MD 21901-2610",39.603069,-75.951721
"261 Belle Hill Rd, Elkton, MD 21921-5132",39.6357116699,-75.8054122925
"808 Pulaski Hwy, Havre De Grace, MD 21078",39.5529403687,-76.1011962891
"1323 Riverside Pkwy, Belcamp, MD 21017",39.4785118103,-76.2474060059
"1500 Conowingo Rd, Bel Air, MD 21014",39.5674858093,-76.3541564941
"3801 N M 140, Watervliet, MI 49098",42.1806640625,-86.2612075806
"904 Vandiver Dr, Columbia, MO  65202",38.9705963135,-92.3260345459
"2701 S Providence Rd, Columbia, MO  65203",38.920433,-92.336662
"4404 Ne Antioch Rd, Kansas City, MO  64117",39.1744728088,-94.5495223999
"7401 Ne Parvin Rd, Kansas City, MO  64117",39.1678962708,-94.4952087402
"6840 E Front St, Kansas City, MO  64120",39.1306877136,-94.5019378662
"9750 Nw Prairie View Rd, Kansas City, MO  64153",39.2717745155,-94.66982916
"9700 Ne Barry Rd, Kansas City, MO  64157",39.2453689575,-94.459564209
"1699 Ne Douglas St, Lees Summit, MO  64086",38.9415054321,-94.3776855469
"1700 Ne Douglas St, Lees Summit, MO  64086",38.9428710938,-94.3823547363
"436 N West Byp, Springfield, MO  65802",37.2103587538,-93.3486702293
"3135 N Glenstone Ave, Springfield, MO  65803",37.2539825439,-93.2654495239
"3326 E Kearney St, Springfield, MO  65803",37.2384681702,-93.226348877
"2800 N Kansas Expy, Springfield, MO  65803",37.248462677,-93.3099060059
"3410 E Sunshine St, Springfield, MO  65804",37.1799316406,-93.2254867554
"4128 S National Ave, Springfield, MO  65807",37.1385993958,-93.2777633667
"301 Little Hills Expy, St Charles, MO  63301",38.8068809509,-90.4756622314
"1200 S 5th St, St Charles, MO  63301",38.7720298767,-90.4918746948
"1601 Gettysburg Lndg, St Charles, MO  63303",38.7417831421,-90.5520935059
"3154 Telegraph Rd, St Louis, MO  63125",38.4978141785,-90.2987823486
"5330 S Lindbergh Blvd, St Louis, MO  63126",38.5256652832,-90.361869812
"5330 S Lindbergh Blvd, St Louis, MO  63126",38.5256652832,-90.361869812
"4319 Butler Hill Rd, St Louis, MO  63128",38.4861488342,-90.3579483032
"4525 James S Mcdonnell Blvd, St Louis, MO  63134",38.7302055359,-90.3446884155
"4525 James S Mcdonnell Blvd, St Louis, MO  63134",38.7302055359,-90.3446884155
"106 W Terra Ln, O Fallon, MO 63366-2542",38.803371,-90.701324
"321 Highway Z, St Robert, MO 65584",37.822849229,-92.1404403448
"1131 W Pearce Blvd, Wentzville, MO 63385",38.8112449646,-90.8718643188
"1506 Main St, Grandview, MO 64030-2539",38.8892059326,-94.5267868042
"375 N Us Highway 67, Florissant, MO 63031",38.7965004891,-90.33926256
"1500 Nw Woods Chapel Rd, Blue Springs, MO 64015-2782",39.0324664861,-94.3049769849
"1405 Martin Springs Dr, Rolla, MO 65401",37.9424591064,-91.791557312
"1924 W Elm St, Lebanon, MO 65536",37.6505699158,-92.6671066284
"3960 Vogel Rd, Arnold, MO 63010",38.4165878296,-90.3916244507
"12701 Saint Charles Rock Rd, Bridgeton, MO 63044",38.7598724365,-90.4346542358
"17201 Us 71, Belton, MO 64012-2290",38.8130684942,-94.5017036051
"1208 S Madison St, Webb City, MO 64870",37.1335087717,-94.4752348959
"451 S Broadway St, Oak Grove, MO 64075-6111",39.012153,-94.128219
"1012 S State Highway 47, Warrenton, MO 63383",38.7938129157,-91.1496685445
"3506 S Range Line Rd, Joplin, MO 64804",37.0512206107,-94.4785159081
"1305 Platte Falls Rd, Platte City, MO 64079-7281",39.3527412415,-94.7658615112
"1304 Veterans Blvd, Festus, MO 63028",38.2131448388,-90.407538861
"12215 Dorsett Rd, Maryland Heights, MO 63043",38.7155265808,-90.4439849854
"1201 Woodridge Dr, St Peters, MO 63376",38.7527770996,-90.561958313
"1003 Highway 90, Bay St Louis, MS  39520",30.314727,-89.356529
"111 Reynoir Street, Biloxi, MS  39530",30.394256,-88.89083
"430 Reynoir St, Biloxi, MS  39530",30.4097492248,-88.8904599845
"1938 Beach Blvd, Biloxi, MS  39531",30.3935222626,-88.9530181885
"1759 Beach Blvd, Biloxi, MS  39531",30.3927135468,-88.9425354004
"998 Cedar Lake Rd, Biloxi, MS  39532",30.447681427,-88.93359375
"8007 Tucker Rd, Biloxi, MS  39532",30.458147049,-88.8441925049
"908 W Government St, Brandon, MS  39042",32.2774734497,-89.998374939
"105 Octavia Dr, Brandon, MS  39042",32.2803115845,-90.0354690552
"11967 Bobby Eleutrius Blvd, Diberville, MS  39540",30.4566440582,-88.8990402222
"10081 3rd Ave, Diberville, MS  39540",30.4301967621,-88.8932037354
"4324 W Beach Blvd, Gulfport, MS  39501",30.3582134247,-89.1135482788
"9293 Highway 49, Gulfport, MS  39503",30.4208126068,-89.0930557251
"10435 Highway 49, Gulfport, MS  39503",30.437965,-89.09777
"9282 Canal Rd, Gulfport, MS  39503",30.4204940796,-89.1359176636
"9525 Highway 49, Gulfport, MS  39503",30.4273090363,-89.0935516357
"612 Beach Dr, Gulfport, MS  39507",30.3799972534,-89.0393600464
"6512 U S Highway 49, Hattiesburg, MS  39401",31.3494224548,-89.3362731934
"4406 Hardy St, Hattiesburg, MS  39402",31.3239498138,-89.3554229736
"106 Larson St, Jackson, MS  39202",32.3035621643,-90.1684036255
"425 E Mcdowell Rd, Jackson, MS  39204",32.2678718567,-90.2118377686
"4615 I 55 N, Jackson, MS  39206",32.3566436768,-90.1528320312
"4800 Highway 18 W, Jackson, MS  39209",32.28968,-90.269371
"20660 Mississippi 63, Moss Point, MS  39562",30.643918,-88.567214
"20660 Highway 63, Moss Point, MS  39562",30.6439189911,-88.5672149658
"6701 Highway 63, Moss Point, MS  39563",30.4378585815,-88.5280380249
"7200 Tanner Ln, Moss Point, MS  39563",30.4462909698,-88.5315475464
"2992 Bienville Blvd, Ocean Springs, MS  39564",30.4128761292,-88.7879104614
"7540 Tucker Rd, Ocean Springs, MS  39564",30.4509105682,-88.8408660889
"1423 Denny Ave, Pascagoula, MS  39567",30.3711566925,-88.5492935181
"4411 Denny Ave, Pascagoula, MS  39581",30.38580513,-88.5158615112
"309 S Pearson Rd, Pearl, MS  39208",32.2688217163,-90.1368179321
"351 Airport Rd S, Pearl, MS  39208",32.2733534127,-90.0727106631
"411 U.S. 49, Richland, MS  39218",32.2581426054,-90.1613797992
"708 Highway 49 S, Richland, MS  39218",32.2323793173,-90.1618035883
"411 Highway 49 S, Richland, MS  39218",32.2581426054,-90.1613797992
"406 Church Rd W, Southaven, MS  38671",34.933617264,-89.9975498021
"8939 Hamilton Rd, Southaven, MS  38671",34.990806,-90.000076
"1105 Mississippi 182, Starkville, MS  39759",33.4329147339,-88.8367462158
"Mississippi 182, Starkville, MS  39759",33.462,-88.85759
"1201 Greta Ln, Starkville, MS  39759",33.4426161647,-88.8497755677
"3994 N Gloster St, Tupelo, MS  38804",34.3141852319,-88.7067192793
"853 N Gloster St, Tupelo, MS  38804",34.2696723938,-88.7161941528
"2455 N Frontage Rd, Vicksburg, MS  39180",32.3279705644,-90.8629283309
"4045 Clay St, Vicksburg, MS  39183",32.34425354,-90.8380050659
"1602 Jefferson St, Laurel, MS 39440",31.6859751195,-89.1469227523
"1404 Roebuck Dr, Meridian, MS 39301",32.349761,-88.692222
"908 Frontage Dr W, Wiggins, MS 39577",30.8479571342,-89.1536269337
"865 Goodman Rd W, Horn Lake, MS 38637",34.962272644,-90.0049819946
"7035 Enterprise Dr, Olive Branch, MS 38654",34.963104248,-89.856918335
"7431 S Siwell Rd, Byram, MS 39272",32.1854902804,-90.2596271038
"3099 Highway 90, Gautier, MS 39553",30.3923034668,-88.6600646973
"106 E Beach Blvd, Long Beach, MS 39560",30.3451877832,-89.1477555782
"12118 Old 63 S, Lucedale, MS 39452",30.9088070691,-88.5979188234
"2103 Hwy 72, Corinth, MS 38834",34.9305076599,-88.5442810059
"6931 Old Canton Rd, Ridgeland, MS 39157",32.4125352502,-90.1064018905
"3090 Highway 49 S, Florence, MS 39073-9491",32.155670166,-90.1246871948
"Memorial Blvd, Picayune, MS 39466",30.5177307129,-89.664932251
"452 Highway 90, Waveland, MS 39576",30.3045026958,-89.383296445
"2085 Sunset Dr, Grenada, MS 38901",33.7865906954,-89.8514646292
"486 Springridge Rd, Clinton, MS 39056",32.3285713196,-90.3269424438
"W Peace St, Canton, MS 39046",32.6125907898,-90.0421905518
"925 Highway 82 W, Greenwood, MS 38930",33.5242525488,-90.2049677074
"699 Highway 6 E, Batesville, MS 38606",34.3104400635,-89.9303894043
"954 Brookway Blvd, Brookhaven, MS 39601",31.5790582448,-90.4673856497
"102 Ne Interchange, Diamondhead, MS 39525",30.374702,-89.377258
"1204 Highway 45 N, Columbus, MS 39705",33.508972168,-88.4315414429
"1705 Delaware Ave, Mccomb, MS 39648",31.2471675873,-90.4754943848
"399 E Main St, Senatobia, MS 38668",34.6191482544,-89.9547042847
"1444 Tunnel Rd, Asheville, NC  28805",35.5845909119,-82.4624176025
"169 Tunnel Rd, Asheville, NC  28805",35.587726593,-82.5296630859
"210 Smokey Park Hwy, Asheville, NC  28806",35.5610771179,-82.6320953369
"798 Brevard Rd, Asheville, NC  28806",35.5400694162,-82.5976797938
"2701 Alamance Rd, Burlington, NC  27215",36.0644073486,-79.469833374
"2448 Maple Ave, Burlington, NC  27215",36.0651245117,-79.42943573
"1724 Walnut Street, Cary, NC  27511",35.7626037598,-78.7467956543
"1718 Walnut St, Cary, NC  27511",35.7630004883,-78.7471847534
"3309 Mulberry Church Rd, Charlotte, NC  28208",35.2399939299,-80.9195651114
"6341 E Independence Blvd, Charlotte, NC  28212",35.174209,-80.747024
"6637 E Independence Blvd, Charlotte, NC  28212",35.170505,-80.743843
"2708 Little Rock Rd, Charlotte, NC  28214",35.2392539978,-80.9405288696
"6308 Banner Elk Dr, Charlotte, NC  28216",35.3059577942,-80.8508453369
"4739 South Blvd, Charlotte, NC  28217",35.174808,-80.875328
"8300 Pineville-matthews Rd, Charlotte, NC  28226",35.0879631042,-80.8583450317
"1352 W Sugar Creek Rd, Charlotte, NC  28262",35.2809562683,-80.7930374146
"103 Stetson Dr, Charlotte, NC  28262",35.2876281738,-80.7608184814
"4912 Sunset Rd, Charlotte, NC  28269",35.3071327209,-80.8464355469
"8635 Hankins Rd, Charlotte, NC  28269",35.341056,-80.83522
"501 Westinghouse Blvd, Charlotte, NC  28273",35.1134841889,-80.9219321609
"Old Us Highway 70 W, Clayton, NC  27520",35.6737213135,-78.4978179932
"13048 U.S. 70, Clayton, NC  27520",35.6663853675,-78.4990605712
"1592 Us 29, Concord, NC  28025",35.4434661865,-80.6083068848
"278 Concord Pkwy S, Concord, NC  28027",35.3962352872,-80.6110614538
"4602 Davidson Hwy, Concord, NC  28027",35.4352645874,-80.6539993286
"3350 14th Ave Se, Conover, NC  28613",35.7046508789,-81.2635574341
"999 14th St Nw, Conover, NC  28613",35.7289492339,-81.223872453
"3500 Hillsborough Rd, Durham, NC  27705",36.0214996338,-78.9500808716
"112 North Carolina 54, Durham, NC  27713",35.910011,-78.933555
"108 E Nc Highway 54, Durham, NC  27713",35.9105669707,-78.9343307912
"4435 Apex Hwy, Durham, NC  27713",35.9083862305,-78.8931274414
"4520 Yadkin Rd, Fayetteville, NC  28303",35.079998,-78.95803
"5515 Raeford Rd, Fayetteville, NC  28304",35.0437469482,-78.975730896
"7641 Raeford Rd, Fayetteville, NC  28304",35.0304148346,-79.0505126864
"4141 Ramsey St, Fayetteville, NC  28311",35.1162910461,-78.8805236816
"2124 Cedar Creek Rd, Fayetteville, NC  28312",35.0059591234,-78.8159193099
"2122 Cedar Creek Rd, Fayetteville, NC  28312",35.0053253174,-78.8159103394
"650 S Reilly Rd, Fayetteville, NC  28314",35.0641746521,-79.0145339966
"2270 Us 74 Bypass Hwy, Forest City, NC  28043",35.3320922852,-81.8908691406
"Hwy 74, Forest City, NC  28043",35.336973,-81.894916
"1418 N Main St, Fuquay Varina, NC  27526",35.5931416154,-78.7716534734
"1412 N Main St, Fuquay Varina, NC  27526",35.5925521851,-78.7720565796
"1729 Bessemer City Rd, Gastonia, NC  28052",35.2786369324,-81.2359695435
"1996 N Chester St, Gastonia, NC  28052",35.2860581875,-81.1877551675
"1845 Remount Rd, Gastonia, NC  28054",35.2692375183,-81.1466598511
"502 N Berkeley Blvd, Goldsboro, NC  27534",35.3743591309,-77.9445724487
"2000 Wayne Memorial Dr, Goldsboro, NC  27534",35.3966331482,-77.965461731
"2505 Randleman Rd, Greensboro, NC  27406",36.0317993164,-79.800453186
"3204 High Point Rd, Greensboro, NC  27407",36.0423126221,-79.8436050415
"4302 Big Tree Way, Greensboro, NC  27409",36.058467865,-79.8891143799
"3929 Battleground Ave, Greensboro, NC  27410",36.1454162598,-79.8692016602
"820 S Memorial Dr, Greenville, NC  27834",35.6038093567,-77.3969345093
"306 Greenville Blvd Se, Greenville, NC  27858",35.5807571411,-77.3765029907
"942 W Andrews Ave, Henderson, NC  27536",36.3379246742,-78.4092756361
"1135 Ruin Creek Rd, Henderson, NC  27537",36.3223712146,-78.4500445426
"100 Sugarloaf Rd, Hendersonville, NC  28792",35.3440589905,-82.4351348877
"112 Sugarloaf Rd, Hendersonville, NC  28792",35.3429832458,-82.4354248047
"1006 S Main St, High Point, NC  27260",35.9451520443,-80.0031428039
"10137 N Main St, High Point, NC  27263",35.9048652649,-79.9574279785
"605 N Marine Blvd, Jacksonville, NC  28540",34.7618026733,-77.4165802002
"1035 Western Blvd, Jacksonville, NC  28546",34.7781028748,-77.393989563
"875 Johnston Pkwy, Kenly, NC  27542",35.5816651136,-78.1476576626
"726 York Rd, Kings Mountain, NC  28086",35.2286629379,-81.3331201673
"736 York Rd, Kings Mountain, NC  28086",35.2285080403,-81.3331308961
"3480 Capuano St, Lumberton, NC  28358",34.6444154531,-79.013845548
"3090 W 5th St, Lumberton, NC  28358",34.6213591844,-79.0521079302
"2701 N Roberts Ave, Lumberton, NC  28358",34.6433868408,-79.011100769
"100 Jackson Ct, Lumberton, NC  28358",34.6677258611,-79.0039227158
"2451 S Sterling St, Morganton, NC  28655",35.7229430974,-81.6568990052
"1016 Jamestown Rd, Morganton, NC  28655",35.7193107605,-81.7519760132
"1000 Us Highway 70 E, New Bern, NC  28560",35.0821838379,-77.0304946899
"3303 Dr M L King Jr Blvd, New Bern, NC  28562",35.0998306274,-77.0937805176
"2624 Westinghouse Blvd, Raleigh, NC  27604",35.8165931702,-78.598236084
"3909 Hillsborough St, Raleigh, NC  27607",35.7944374084,-78.6905441284
"3703 New Bern Ave, Raleigh, NC  27610",35.7982368469,-78.5768966675
"1013 E Innes St, Salisbury, NC  28144",35.658865124,-80.460832268
"936 Jake Alexander Blvd W, Salisbury, NC  28147",35.6691728532,-80.4994279146
"275 Pressly Foushee Rd, Sanford, NC  27330",35.4310417175,-79.2275314331
"2621 S Horner Blvd, Sanford, NC  27332",35.4580383301,-79.1424255371
"611 Lillington Hwy, Spring Lake, NC  28390",35.1742515564,-78.9700775146
"101 Brook Ln, Spring Lake, NC  28390",35.1788482666,-78.9813919067
"706 Sullivan Rd, Statesville, NC  28677",35.804637149,-80.8763044327
"1240 E Garner Bagnal Blvd, Statesville, NC  28677",35.7711524963,-80.8594894409
"1110 Randolph St, Thomasville, NC  27360",35.8615013212,-80.0725778192
"1032 Randolph St, Thomasville, NC  27360",35.8648872375,-80.0728149414
"5041 Market St, Wilmington, NC  28405",34.2447929382,-77.8812561035
"6936 Market St, Wilmington, NC  28411",34.2634955049,-77.827841118
"5309 S College Rd, Wilmington, NC  28412",34.1413650513,-77.8924560547
"513 Jonestown Rd, Winston Salem, NC  27103",36.0714607239,-80.3385848999
"200 W Hanes Mill Rd, Winston Salem, NC  27105",36.1880226135,-80.2789993286
"150 Beau View Ct, Winston Salem, NC  27127",36.0530097038,-80.2584917843
"13727 Independence Blvd, Indian Trail, NC 28079-7600",35.0852737427,-80.6611709595
"172 Weaver Blvd, Weaverville, NC 28787",35.7036323547,-82.5707702637
"112 Railroad Ave, Rutherfordton, NC 28139",35.3641480207,-81.9417965412
"596 E Jackson Blvd, Erwin, NC 28339",35.3229231387,-78.6427082866
"715 Thomas Langston Rd, Winterville, NC 28590",35.5609054565,-77.4062957764
"515 E Main St, Biscoe, NC 27209",35.3606484085,-79.769481495
"1229 W Roosevelt Blvd, Monroe, NC 28110",34.9938392639,-80.541053772
"1302 Scotland Crossing Dr, Laurinburg, NC 28352",34.7565116882,-79.4824676514
"2491 Us 70 Bus, Smithfield, NC 27577",35.5020942688,-78.3136291504
"716 Nc Highway 66 S, Kernersville, NC 27284",36.1114221811,-80.063438192
"1100 Dallas Cherryville Hwy, Dallas, NC 28034",35.3157615662,-81.1932296753
"112 Whittier Depot St, Whittier, NC 28789",35.4347035289,-83.3597684652
"1444 E Main St, Lincolnton, NC 28092",35.4772172123,-81.2345644087
"7645 Us 64, Knightdale, NC 27545-7251",35.7996435463,-78.4733180702
"205 Highway 740 Byp E, Albemarle, NC 28001",35.3520965576,-80.1644897461
"474 Us Highway 1 S, Rockingham, NC 28379",34.9129267037,-79.7899440676
"2413 Lewisville Clemmons Rd, Clemmons, NC 27012",36.0333491117,-80.3837985545
"20130 W Catawba Ave, Cornelius, NC 28031-4013",35.4823945463,-80.8806623518
"120 Western Blvd, Tarboro, NC 27886",35.8895683289,-77.5487823486
"810 Piedmont Dr, Lexington, NC 27295",35.8345985413,-80.2408828735
"101 Rowe Dr, Rocky Mount, NC 27804",35.9660644531,-77.8164672852
"111 Village Rd NE, Leland, NC 28451",34.2333030701,-77.9970703125
"714 S Main St, King, NC 27021",36.2626800537,-80.3637161255
"225 Us Highway 70 W, Havelock, NC 28532",34.8984565735,-76.9297943115
"1669 Connelly Springs Rd, Lenoir, NC 28645",35.8539009094,-81.537612915
"157 Asheville Hwy, Sylva, NC 28779",35.3770675659,-83.2131500244
"573 Park Dr, Belmont, NC 28012-2729",35.2399902344,-81.0465774536
"907 E Main St, Benson, NC 27504-9399",35.3759078979,-78.5377655029
"1629 Nc Highway 67, Jonesville, NC 28642",36.2397460938,-80.8193359375
"680 Champion Dr, Canton, NC 28716",35.5528923869,-82.8507884592
"304 E Cornelius Harnett Blvd, Lillington, NC 27546",35.4158160836,-78.7992138416
"1617 Julian R Allsbrook Hwy, Weldon, NC 27890",36.4298248291,-77.6281738281
"352 Whiteville Rd NW, Shallotte, NC 28470",33.973865509,-78.4017868042
"3019 N Main St, Hope Mills, NC 28348",34.9835624695,-78.9637069702
"371 Long Shoals Rd, Arden, NC 28704",35.4810447693,-82.5519638062
"968 W Us Highway 64, Murphy, NC 28906",35.0763053894,-84.0442886353
"1227 13th Avenue Dr Se, Hickory, NC 28602-5178",35.7114105225,-81.3133544922
"7004 Nc Highway 4, Battleboro, NC 27809",36.062412262,-77.817489624
"111 Days Inn Dr, Mooresville, NC 28117",35.5943419039,-80.8572580665
"230 Underwood Rd, Fletcher, NC 28732",35.4407398403,-82.5343742967
"3901 Goldsboro Rd, Wade, NC 28395",35.1235656738,-78.7499542236
"1901 Julian R Allsbrook Hwy, Roanoke Rapids, NC 27870",36.4310722351,-77.6333312988
"695 Carl Eller Rd, Mars Hill, NC 28754",35.8202181011,-82.5388213992
"911 Russ Ave, Waynesville, NC 28786",35.5050162971,-82.9917271435
"1815 Industrial Park Dr, Selma, NC 27576-3438",35.5204582214,-78.2938613892
"4930 Us 264 W, Wilson, NC 27896-9700",35.7634429932,-77.9989852905
"1808 E Dixon Blvd, Shelby, NC 28152-6902",35.2716252208,-81.4957686514
"2826 Lane St, Kannapolis, NC 28083-9223",35.497062,-80.56166
"110 Daniel Boone St, Hillsborough, NC 27278-2586",36.0581307113,-79.1027802229
"4435 Hwy. 55, Carrboro, NC 27510",35.912563324,-79.0820083618
"5607 Nc Highway 42 W, Garner, NC 27529-8438",35.6032447815,-78.5698547363
"14106 Statesville Rd, Huntersville, NC 28078-8933",35.4084205627,-80.853843689
"807 E Harden St, Graham, NC 27253-8515",36.0615501404,-79.3822784424
"1054 Mebane Airport Rd, Mebane, NC 27302-9679",36.0718260705,-79.2815186083
"747 Upward Rd, Flat Rock, NC 28731",35.2982788086,-82.4045257568
"U.S. 301, Rowland, NC 28383",34.5077095032,-79.3062973022
"1417 E Williams St, Apex, NC 27539-7700",35.7114181519,-78.8378982544
"2688 W Nc Highway 24, Warsaw, NC 28398",34.9938201904,-78.1375579834
"2210 Rockford St, Mount Airy, NC 27030",36.4750175476,-80.6206588745
"1006 Airport Blvd, Morrisville, NC 27560-9195",35.8585357666,-78.8192443848
"2250 Yale Blvd Se, Albuquerque, NM  87106",35.0561294556,-106.621421814
"13207 Central Ave Ne, Albuquerque, NM  87123",35.0687637329,-106.499389648
"Genesee St, Utica, NY  13502",43.1027984619,-75.2283325195
"284 Genesee Street, Utica, NY  13502",43.0983527005,-75.2376238257
"2512 Cleveland Ave Sw, Canton, OH  44707",40.771018,-81.386032
"5424 Whipple Ave Nw, Canton, OH  44720",40.8459892273,-81.4235534668
"11770 Lebanon Rd, Cincinnati, OH  45241",39.2864227295,-84.3969039917
"2391 E SHARON RD, Cincinnati, OH  45241",39.2692108154,-84.4358901978
"7447 Lebanon St, Cincinnati, OH  45241",39.197755605,-84.4749880582
"900 N Wilson Rd, Columbus, OH  43204",39.9717330933,-83.0975494385
"3960 S High St, Columbus, OH  43207",39.8809394836,-83.000617981
"6484 E Broad St, Columbus, OH  43213",39.9811524153,-82.8287876397
"1405 N Cassady Ave, Columbus, OH  43219",39.9985427856,-82.9307327271
"4595 W Broad St, Columbus, OH  43228",39.952114,-83.123245
"2360 Westbelt Dr, Columbus, OH  43228",40.0019073486,-83.1225585938
"1050 E Dublin Granville Rd, Columbus, OH  43229",40.0881881714,-82.9893035889
"1183 Polaris Pkwy, Columbus, OH  43240",40.142435655,-82.9885084927
"2226 Needmore Rd, Dayton, OH  45414",39.8193778992,-84.1927490234
"9295 N Main St, Dayton, OH  45415",39.8566398621,-84.2799224854
"7800 Brandt Pike, Dayton, OH  45424",39.8658485413,-84.1010055542
"7231 Taylorsville Rd, Dayton, OH  45424",39.8616447449,-84.1056060791
"5600 Executive Blvd, Dayton, OH  45424",39.8730466515,-84.1363759339
"4912 Springboro Pike, Dayton, OH  45439",39.6862220764,-84.2206710577
"4382 INDIAN RIPPLE RD, Dayton, OH  45440",39.6962857246,-84.101286605
"1107 E Dayton Yellow Springs Rd, Fairborn, OH  45324",39.7836952209,-83.9987716675
"3998 Colonel Glenn Hwy, Fairborn, OH  45324",39.7750816345,-84.079284668
"6840 Franklin Lebanon Rd, Franklin, OH  45005",39.542113021,-84.2918280512
"3455 Commerce Dr, Franklin, OH  45005",39.4938621521,-84.3213272095
"4140 Marlane Dr, Grove City, OH  43123",39.8779716492,-83.0529022217
"3085 Broadway, Grove City, OH  43123",39.9009666443,-83.078666687
"3989 STATE ROUTE 42, Mason, OH  45040",39.370059967,-84.2932891846
"5377 Beach Blvd, Mason, OH  45040",39.3590431213,-84.2674713135
"9725 S Mason Montgomery Rd, Mason, OH  45040",39.2971153259,-84.3156738281
"2621 Brice Rd, Reynoldsburg, OH  43068",39.9270656705,-82.8313699365
"2160 Brice Rd, Reynoldsburg, OH  43068",39.9368591309,-82.8298110962
"2454 S Reynolds Rd, Toledo, OH  43614",41.5949745178,-83.6651535034
"6725 W Central Ave, Toledo, OH  43617",41.6741218567,-83.703704834
"8239 Cincinnati Dayton Rd, West Chester, OH  45069",39.34629,-84.396125
"7312 Kingsgate Way, West Chester, OH  45069",39.35287,-84.369491
"2850 Gh Dr, Austinburg, OH 44010",41.7839050293,-80.8554000854
"5141 Dixie Hwy, Fairfield, OH 45014-2935",39.3396148682,-84.5347671509
"2959 Miamisburg Centerville Rd, Miamisburg, OH 45342-3773",39.6389198303,-84.225730896
"503 Apollo Dr, Wapakoneta, OH 45895",40.5637931824,-84.173828125
"3190 Medina Rd, Medina, OH 44256",41.1357154846,-81.8020477295
"380 E National Rd, Vandalia, OH 45377",39.8907814026,-84.1926879883
"1232 E Ash St, Piqua, OH 45356",40.1512908936,-84.2145004272
"11546 Allen Rd, Jeffersonville, OH 43128",39.6163635254,-83.6058654785
"2725 Salt Springs Rd, Girard, OH 44420",41.1433410645,-80.720993042
"1548 E Wooster St, Bowling Green, OH 43402",41.3744902611,-83.6265852302
"1220 Neubrecht Rd, Lima, OH 45801",40.7559509277,-84.0797424316
"1225 Hamilton Lebanon Rd E, Monroe, OH 45050",39.444257319,-84.3811556697
"780 Arlington Rd, Brookville, OH 45309",39.8452717066,-84.4248260558
"1290 Archer Dr, Troy, OH 45373",40.0256652832,-84.2260894775
"2284 Gala St, Hubbard, OH 44425",41.18189089,-80.5704601854
"36333 Vine St, Willoughby, OH 44094",41.6426052153,-81.4292605966
"409 E Main St, Beaverdam, OH 45808",40.8331621438,-83.9678916335
"7505 Crile Rd, Painesville, OH 44077",41.6663551331,-81.2433319092
"7050 Orchard Centre Dr, Holland, OH 43528",41.6095677763,-83.7103432417
"Ohio 44, Concord, OH 44077",41.703323,-81.262599
"1133 N Main St, Bellefontaine, OH 43311",40.3786735535,-83.7564697266
"3385 E Dublin Granville Rd, Westerville, OH 43081",40.0804138184,-82.9278182983
"26046 Dixie Hwy, Perrysburg, OH 43551",41.5294937789,-83.6365033686
"1103 Trenton Ave, Findlay, OH 45840",41.0580863953,-83.6718139648
"829 High St, Hamilton, OH 45011",39.396446,-84.552398
"16401 Square Dr, Marysville, OH 43040",40.2404147387,-83.3425667882
"7163 E State Route 37, Sunbury, OH 43074",40.2673377991,-82.9338150024
"317 Folkerth Ave, Sidney, OH 45365",40.2884483337,-84.1853027344
"3989 S Us Route 42, Lebanon, OH 45036",39.3792114258,-84.276725769
"3031 S Arlington Rd, Akron, OH 44312",40.9889221191,-81.491859436
"5755 Gender Rd, Canal Winchester, OH 43110",39.8620449007,-82.827661112
"4569 Homer Ohio Ln, Groveport, OH 43125",39.8749694824,-82.8834533691
"10930 New Haven Rd, Harrison, OH 45030-1670",39.2585144043,-84.8014221191
"125 N Interstate Dr, Norman, OK  73069",35.2194290161,-97.4827651978
"1161 Rambling Oaks Dr, Norman, OK  73072",35.2324638367,-97.4889144897
"1045 S Meridian Ave, Oklahoma City, OK  73108",35.454883799,-97.6011630893
"959 W Memorial Rd, Oklahoma City, OK  73114",35.6094398499,-97.5302429199
"5505 Tinker Diagonal St, Oklahoma City, OK  73115",35.446346283,-97.4241333008
"105 S Martin Luther King Ave, Oklahoma City, OK  73117",35.4647064209,-97.4772415161
"7025 S May Ave, Oklahoma City, OK  73159",35.3950960189,-97.5656251609
"105 S Eastern Ave, Oklahoma City, OK  73160",35.3380675614,-97.4768829346
"316 Southwest 19th Street, Oklahoma City, OK  73160",35.319362,-97.487281
"316 Sw 19th St, Oklahoma City, OK  73160",35.319362,-97.487281
"105 South Eastern Avenue, Oklahoma City, OK  73160",35.3380675614,-97.4768829346
"1343 E Skelly Dr, Tulsa, OK  74105",36.0902671814,-95.9742355347
"5801 S 49th West Ave, Tulsa, OK  74107",36.0789506882,-96.0474915057
"10516 E 11th St, Tulsa, OK  74128",36.1476325989,-95.8592910767
"7022 S Mingo Rd, Tulsa, OK  74133",36.0618247986,-95.8690261841
"503 E 2nd Ave, Owasso, OK 74055",36.2640848011,-95.8512751758
"1350 Canadian Ct, Yukon, OK 73099",35.4889478534,-97.7592149377
